public_essay_id,created_epoch,created_timestamp,public_prompt_id,public_user_id,user_prompt,essay_version_num,is_first_version,is_final_version,language,text,wi_suspecttokens,automarker_cefr_level,humannotator_cefr_level,split,cefr_mapped,word_count,length_category
essay_60b23724db699684,1630377812,2021-08-31 03:43:32,prompt_e0d347fb2afea90b,user_69a5d4d674e2bacc,user_69a5d4d674e2bacc_prompt_e0d347fb2afea90b,4,False,True,Vietnamese,"Both of choices have their own advantages and disadvantages. My rule of making a decision between two things is listed the benefits and drawbacks. See which one has the most advantages so I'll choose it First, I will talk about the benefits of moving away and living their own lives while they are university students. The period of ages being a college students are between 15-18. At that time, their brains have developed and is aware of what is right and wrong, knowing what to do and not to. In that moment, they're mature enough to replace their parents. If they still live with them, their lovely dads, mom will be their sources of corruption.  Secondly, I'll talk about the advantages of students who live with their family. If they move away ftomtheir family so early therefore they don't have many experiences to the current of life where exists the intense contention. They will be safer if they live with their parents. Their mothers, fathers who gained lots of experiences, overcome many rivalries. They will share to the students and guide them to the right paths.  Thirdly, the disaventages of living without family. I bet that, you will feel lonely, unhappy because you got used to live with them. After that, you don't know where to start, you begin to be lost. Everything happens so suddenly that you can't handle it. It'll be better if you already got your plan and carefully solve all kinds of problem through asking your parents's experiences. Fourthly, the drawbacks of living with moms and dads. Parents always want their kids to be safe and do everything for them just because they don't want to see their darlings tired. But they don't know that's cost the corruption of the children. They'll be lazy and arrogant. One day, this society will teach them with insults, fired.  Eventually, my choice is to move away form your family and set up your own life. It will be very hard also difficult at first but then after each failures, I can learn different lessons, so the next time I won't be like that anymore. The feeling of moving far away from your lovely members are full of sadness, lonely. But you must over come it. They can't live with you until the end of your lives. You'll have this feeling soon, so why not now, therefore when it truly occurs that's terrible and you can over come it easily.  When your parents are young, they are the same as you so why they could do it and you can't?","72,78",C2+,B2,train,B2,430,long
essay_0234f913dc6e5c20,1588867166,2020-05-07 16:59:26,prompt_e4c497f7613dcf8a,user_db50bc66eceaafe4,user_db50bc66eceaafe4_prompt_e4c497f7613dcf8a,2,False,True,Spanish,"A NEW SCHOOL YEAR  Introduction   The purpose of this report is to think and plan my new school year regarding things that I already achieved, subjects that I can improve and establish new goals to achieve during the year.  My convenient areas of study  Since I was really small, I'm good at mathematics, English and Geography. I have always been keen on that subjects so my plan for these year is to maintain that level, although it will be a little bit more complicated than last year.  Improving subjects  On the other hand, I'm used to struggle in areas like Spanish language, physics or arts, so during this course I'll try to give more attention to that things in order to get better marks so the next year won't be that difficult.  Motivation and effort   Finally, encouragement and endeavour, these are going to be the keys for me this year . Working really hard during the school time and relaxing on holidays are my plans so that I can achieve all my aims. Moreover, beeng organised and constant are indispensable too.  Conclusion  If you really work hard you can get whatever you want, all you need is willpower. At the end, you will be proud of what you have achieved, so I'm feeling really confident and elated to start this new year.",,C1,B2,train,B2,222,long
essay_3ff4aff01af96ca1,1609841296,2021-01-05 10:08:16,prompt_e404501e9bbbc094,user_e3bd47077b550d33,user_e3bd47077b550d33_prompt_e404501e9bbbc094,15,False,True,Vietnamese,"I'm in the process of creating a blog in English language to satisfy my passion for writing. After taking a look on Write and Improve, I jumped up the chance to train and get my English writing to a new level.  I was a bit confused at the beginning when I realised that instead of providing me with any basic guidelines for how to write a correct sentense or perfect pharagraph, I had to cope with some lists of tasks which allow me to choose an appropriate level to start with. Well, I think this is the place you can totally improve your English yourself by writing and writing again. Our mission is to keep exercising every single day, and they will check your spellings, show the incorrect words and track your progress. It sounds great, right?  No matter how I discuss in each task they require, they don't score my presentation based on persuadable sentences, so I'm free to let things out from my comprehension.  There are something in first step which just wanted to stop your try, and you need to fight with it. When I had finished about six tasks, they frustrated me of the result on the board showed my levels going down, it made me feel that the more I wrote, the more disappointments I got. Bearing in mind this must've been first challenge, I put it back to my mind and headed fowards to other tasks. And step by step, I could finally appreciate my effort when I figure out my English writing has been going so farther than I had expected - less incorrect spellings, less shilly sentences and in less time.   The program will help improve your English writing skill just like it's done for me. But don't forget that you should need a lot of patience which helps you go faster.",,C2+,B2+,train,B2,310,long
essay_18bc5eb7152fd9b9,1607932369,2020-12-14 07:52:49,prompt_e0d347fb2afea90b,user_c6a30c6c667ceb7a,user_c6a30c6c667ceb7a_prompt_e0d347fb2afea90b,3,False,True,Thai,"University students are considered to be adults. They can be in charge of their own lives nearly like adults, however, their main goal is a full-time study, not yet a full-time job. Choosing places to live during their studies is one of a crucial decision for them to make.  For students who choose to stay at home. One of the reasons can be finances. Stay at home can save a lot of money on accommodation, food, bills etc. Moreover, it can also guarantee the safety of students and put their parents' worry at ease when they know that their children are in the safe place and in their most comfort.   On the other hand, students who choose to stay on their own during their studies at the university, can be more confident and be able to handle any obstacles that might be thrown at them during this time, money shortage, juggling study and part-time job, take care of their own basic needs such as food and clean clothes, to mame a few.  In conclusion, stay on my own while study at the university is the choice I would prefer. Because being on your own can teach you to be strong, ready for good and bad situation in the future once you enter a work cycle.   ",,C1,B2+,train,B2,215,long
essay_dadc9575e6dcaaf9,1602053137,2020-10-07 07:45:37,prompt_7fb0941f7b739572,user_1b1c1f09e3afc271,user_1b1c1f09e3afc271_prompt_7fb0941f7b739572,3,False,True,Arabic,"I grow up in a society that was not used to birthday parties where I did not know those parties until at the university stage, so the birthday party is a new culture in our society.  The new generation, specifically, those born in the year 2000, began to hold birthday parties, as well as with wedding anniversaries or graduation ceremonies, and then it spread widely. As for me, I do not care much about these parties and memories in terms of exaggerating the celebration, holding luxurious banquets and inviting so many guests that I sometimes forget the date of my birth and my wife comes to remind me of it  ",,B1+,B2,dev,B2,110,medium
essay_daa58b281da3c191,1621362566,2021-05-18 19:29:26,prompt_13020c2a757e39d5,user_3c5b248d6cc62ba8,user_3c5b248d6cc62ba8_prompt_13020c2a757e39d5,3,False,True,Turkish,"In general, people think that it is more important to be healthy than to be rich. There is a classical example about the importance of taking care of your health 'noone can buy a healthy body with their money'.  Firstly, I can say that your health is more important than being rich. Therefore, we should be aware how critical our health is. If you have a healthy body, you can live without any pain in your daily life. Besides these, to be healthy is also important for a longer life.   In addition to this, being healthy is not free and this can be very expensive sometimes. Therefore, sometimes we need to pay a lot of money for our health and being rich is important in that part. If you are rich, you can live an easy life, however, you cannot choose your diseases and your pain levels of your health problems.  Finally, I can say that being healthy is the important thing in our life since we are living in our bodies and we should be careful about them.",,B2+,B2,train,B2,179,medium
essay_3754b35602110fc9,1596537330,2020-08-04 11:35:30,prompt_9564cdfd1ab47024,user_bd03a25a5da106fb,user_bd03a25a5da106fb_prompt_9564cdfd1ab47024,2,False,True,French,"These last years and especially this year with the Coronavirus pandemic, we saw the following problem : A majority of medical doctors want to work in cities where they will make a lot of money while there are not enough doctors in many rural areas.  Thus one wonders what are the reasons for this problem ?   Firstly, a majority of medical doctors want to work in cities because they have their friends near them and they can do a lot of activities. In brief, the major advantage is human contact.   Secondly, the wages are more attractive in cities than in rural areas.   So now we have identified the reasons for this problem, what could we do ?   Firstly, we could increase the salary for medical doctors who accept to work in rural areas.   We could also regroup all medical doctors who work in rural areas on the same competitiveness hub. ","6,10,11,16",B2,B2,train,B2,150,medium
essay_44c23d75cd38a105,1610879836,2021-01-17 10:37:16,prompt_82f61f70f00cce70,user_71ee19c1ac6f7ca0,user_71ee19c1ac6f7ca0_prompt_82f61f70f00cce70,6,False,True,Vietnamese,"Should computers and tablets completely replace books in schools and universities? When there are more and more computers, tablets,  some people asked themselves something like that. To my way of thinking, computers and tablets should completely replace books in schools and universities.  Firstly, computers and tablets are much better than books because they can hold a million time more information than a 400-800 pages book. If you want to find something, it will take you 15, 20 even 30 minutes to get infomations from books. But with a computer or a tablet, it would take less than 5 minutes to get them. Secondly, computers and tablets hold much more types of data than a book. If you are carrying a computer or a tablet, that also means you are carrying a thousand books. Finally, they are more convenient. An e-book costs much cheaper than a traditional book. The information in a digital form can be edited, shared easily. This makes  them overall convenient for students who might not be able to afford one copy of a book each. In a nutshell, computers and tablets are much more convenient than tradtional books. They should completely replace books in schools and universities. ",,B2+,B2,train,B2,200,long
essay_d39e03646ecb43d7,1642622401,2022-01-19 20:00:01,prompt_305b51299790d8a8,user_6e8b3b7e55567227,user_6e8b3b7e55567227_prompt_305b51299790d8a8,10,False,True,Portuguese,"My favourite season of the year could not be other than winter. When the weather is cold, I feel better, and I will tell why.  When the weather is warm, I fell annoyed. In the summer, my body feels uncomfortable. I can't have good food, I need to drink much, much water... when the weather is hot, I cannot sleep very well, and making sports is a great sacrifice.  So, I always welcome the winter. Lower temperatures make me smile. When the winter comes, I sleep very well. I can eat several delicious things, I do not feel thirsty, and making sports outside is amazing.   While in the summer I have difficulties to wear some clothes, in the winter I can easily use several of them. So, I have all the motives in the world to love the winter.  During the winter, it is possible to travel to those places where the snow fall down. Paisages become wonderful! When the winter arrives, and one is close to the loved person, there is a sensation of love in the air. In the winter, to stay by the side of the loved person is simply amazing...  I only appreciate the summer if I can walk along the beach. So, if the place where I live don't have beaches, I prefer winter, whatever be the occasion.",,B2+,B2,train,B2,223,long
essay_ee4e1d3df2feee78,1645184789,2022-02-18 11:46:29,prompt_e0d347fb2afea90b,user_39f16c41d49d186a,user_39f16c41d49d186a_prompt_e0d347fb2afea90b,14,False,True,Spanish,"Nowadays, it is undeniable that talking about university is difficult, since the crucial decision that students must take. They become adults and, as a result, independent people. I met some people who, despite distance, are studying in crowded Spanish places, like Madrid or Barcelona.As a consequence, learners have to live alone or in students communities, where they share a room to pay less money. I agree that live without parents is going to prepare youth for the future life, and it is perfect if you want to get married or if you want to have children, but it is true that you must have on your wallet a considerable amount of money. Moreover, the student must be a mature person, therefore he has other responsibilities besides get an exceptional degree and join a job. Looking at the other option, although it is great to have a bed, food and water completely free, and you don't miss you family,I think independence is a crucial part of people's life, so  the more you leave home, earlier you get independence and responsibilities. Anyway, I would choose the first option because, in spite of money amount, you can always get a temporal job to earn money.",,C1,B2,train,B2,202,long
essay_9656ef0ef41eabdf,1612299354,2021-02-02 20:55:54,prompt_13020c2a757e39d5,user_b6d7f4e439d84b06,user_b6d7f4e439d84b06_prompt_13020c2a757e39d5,3,False,True,Italian,"In my opinion, this is a paradoxical statement. In general, I think that health is surely the most important thing in people's lives because without it we wouldn't be able to do anything. On the other hand, in countries like the USA, the sanity is not free, and poor people could be discirminated from sanity treatment. It is also true that middle class' people can live healthily without a huge richness, but it's also true that there are rare illness that require specific operations and treatment, and they could be too expensive for them. Otherwise, I think that everyone should have access to every sanitary treatment, but it is actually a utopian idea due to the economics problems that are involving the world. For this reason, I think that the two things are truly connected much more than people expect, because without health wealth couldn't exist, but without richness, nowadays, health is not guaranteed for everyone.",,B2+,B2+,train,B2,156,medium
essay_11d8d791d0a31fcc,1631053447,2021-09-07 23:24:07,prompt_39db840b1dee1ac1,user_e0a99e9e0b3a37d5,user_e0a99e9e0b3a37d5_prompt_39db840b1dee1ac1,6,False,True,Japanese,"In my opinion, it is more comfortable for office workers to spend their time into enclosed space. First of all, because in an enclosed space, it is easier to consent on their desk work. Companies need to achieve their missions and earn money in order to pay their employer. For this reason, it is necessary for companies to provide their staff with comfortable work place. Some people think it is not good to communicate with other members if employer stay in their compartment desk. But I can override this point, because there are many opportunities to share idea by using mail or business meeting. Staff can communicate by using these tools or they can plan meeting. I think that is more effective for people who does not have enough time. Sometimes some people spend invalid time with chatting other members in open space. Moreover they can consider their ideas and present them to prepare staff meeting beforehand. All of these reasons I think it is more effective to provide enclosed space with employers.",,B1+,B2+,train,B2,173,medium
essay_27caa3314a206871,1634497155,2021-10-17 19:59:15,prompt_d3e35405e2378ac9,user_f096a6b27c93ad99,user_f096a6b27c93ad99_prompt_d3e35405e2378ac9,4,False,True,Arabic,"Last week I went to the biggest event in the middle east, it is a concert event held in my country. people from all around the world had come. It was crazy. I was excited about only one artist it's DJ Alan Walker. his stage was dope and he makes us go crazy and jumped up and down. he was covering his face as usual and a lot of the audience dressed like him. I got the chance to meet him backstage and he signed my poster and I took a picture with him. It was an amazing experience and I  really wished that you were here. ",,B1,B2,train,B2,107,medium
essay_76b10a50c9c3d113,1585852335,2020-04-02 19:32:15,prompt_29081c0eb3c823b4,user_db50bc66eceaafe4,user_db50bc66eceaafe4_prompt_29081c0eb3c823b4,3,False,True,Spanish,"Nowadays in almost all cities around the world we can find a zoo, but in my opinion, these are places where most of animals suffer and we should close most of them.  Firstly, people think that zoos are places where kids will have a very enjoyable time because they can see exotic animals, but they do not think about how stressed and scared this will make them feel.  On the other hand,  the fact of beeng able to see such as wonderful animals so close to us, is an awesome experience, because you can realise how astonishing the nature is.   A further point is that animals in zoos are locked in usually not very ample spaces, and these animals, as wild animals, must be free in their own habitat. Moreover, they do not receive the best feed and that is why most of them die.  In conclusion, from my point of view, I believe that zoos must be closed because although we can see a lot of incredible animal species, while we enjoy it, they suffer and we should let them live free.","801,806,807,809",B2,B2,train,B2,183,medium
essay_02e3cd208c52eda7,1604735241,2020-11-07 07:47:21,prompt_e4c497f7613dcf8a,user_8527a0a64d4d23fd,user_8527a0a64d4d23fd_prompt_e4c497f7613dcf8a,6,False,True,Thai,"I want the school improve library because all students use this place every day. The library should have enough private tables for students and provide meeting rooms for group learners. The librarians have to organise meeting rooms by online booking. This method is a very easy and convenience for every student. For the learning area, I am pleased with the comfortable environment like worm and cozy room. The school should renovate some rooms by repainting, or changing furniture. Science equipment in chemistry and physics laboratories should be changed. Student will improve their skills and knownledge when they do a lot of science experiments in a good laboratory. This year is my last year in school so I want to do a project about bio-compost. Every day there are many waste product from canteen. If I can change this waste to be compost manure for farmer, it can reduce littering from the school. Moreover, this is the good lesson for students that they have learnt to protect the environment. I can achieve my goal if the school and teachers support my group by giving budget and equipment. I hope that the school will accompish my demand in this new school year.  ",,B2,B2,train,B2,200,long
essay_2755f8782eacdcb3,1644935371,2022-02-15 14:29:31,prompt_e0d347fb2afea90b,user_6051734b2927564c,user_6051734b2927564c_prompt_e0d347fb2afea90b,5,False,True,Japanese,"Which is better university students' moving away and living on their own while they are attending school, or living at home with their family while they are students? I think it is up to the personalities and the condition of their family. Each of them has different merits and demerits. Therefore, there is no absolutely correct answer. The independence of a university student from his/her family may lead to growth in his/her personality. This experience helps him/her to live after graduation. However, it costs many financial burdens for them and their family. Some need to help of their family, and it may make it them to be difficult to study at university. If the students can't afford to live alone, they perhaps should live at home with their families. The less concern they have, the more they can live freely. It may lead to their growth. For the reasons stated above, I can't choose which is better, but I think they should select what they think is better so that they can study well.","0,5",B2,C1,train,C1,174,medium
essay_baf709494c79ae14,1596717574,2020-08-06 13:39:34,prompt_e404501e9bbbc094,user_7bc3f07952629f7c,user_7bc3f07952629f7c_prompt_e404501e9bbbc094,7,False,True,Thai,"I have been learning English for more than 20 years but I have never seen any website for learning English writing which has a feature as good as 'Write and Improve' before. With this website, you can practise writing anywhere if you have a mobile phone or a tablet. There are a ton of assay topics divided into 3 different levels which students can study by themselves. After finishing writing, assays would be checked to find any error by the AI, therefore, they would be evaluated and are given feedback in only a few seconds. If the students have corrected their writing, the graph will show the improvement compared with the previous one. However, there are some problems I found while I was using this website. First, the fonts are too small and the background colour is too bright. Second, I would suggest that the feedback should be more specific to each writing errors because it is hard to find what the writers do wrong by themselves without direct hints. After all, I would like to recommend this website to you, readers. You cannot find any other websites which give you the great opportunity to improve your English without any fee. I believe that this website will gradually be better and become a promising way to learn writing.",,C1,C1+,train,C1,218,long
essay_c4d41d331f039adc,1621695919,2021-05-22 16:05:19,prompt_9564cdfd1ab47024,user_7fd1af8f23665afd,user_7fd1af8f23665afd_prompt_9564cdfd1ab47024,2,False,True,Czech,"There is a heated debate for many years on the availability of medical care in rural areas. Many doctors left these areas to provide medical in big cities. What is more, those who were old had retired. If this trend continues, the situation will not be sustainable.  Furthermore, it might soon result in a phase that rural areas lost the ability to provide medical care to the same extent it was before. To solve that problem, we have to deal with arguments that cause this lack of medical care. Let us unpack some of them. Lack of financial sources is one of them. A regular income provided to doctors in rural areas is not so efficient to cover all services linked to providing medical care. Secondly, another reason is the attractiveness of the location where we want to invest in medical care. Lack of infrastructure, for example. The infrastructure and transportation system is playing an important role. If we take it seriously and tackle that problem successfully, we have to provide a proper background. ",,C1+,C1,dev,C1,174,medium
essay_7d77f24171744c02,1628003828,2021-08-03 16:17:08,prompt_58b9f5f522c0a1ba,user_4460432564a0e1bf,user_4460432564a0e1bf_prompt_58b9f5f522c0a1ba,7,False,True,Italian,"English is now the second language of many people living in Europe, America and Asia. Governments pushed the learning of the English language several decades ago and it is now referred to as a 'lingua franca'. It means that it is commonly used as a means of communication by people of different native languages. Learning English has become important because the business and travel sectors started to support and promote it and without its knowledge, you are now left out. From a business point of view, English is used in everyday life to communicate with clients, prospective clients, give support, advertise and even communicate with colleagues within the company in large corporations. Today English is a highly sought after skill and has become the minimum requirement in many job applications. Analyzing the traveling side, English has become the 'Swiss Army Knife' because it can be used to travel across countries with different native languages ​​without the problem of the language barrier. English can be used to ask for information, ask for help or just order food and someone on the other side can understand you. English has made our life easier.",,C1+,C1+,train,C1,191,medium
essay_ac38cfabef411421,1631763459,2021-09-16 04:37:39,prompt_6748f85e7e8f36b6,user_345abe13c6d59475,user_345abe13c6d59475_prompt_6748f85e7e8f36b6,2,False,True,Arabic,"Studying abroad is a beneficial opporutnity to any student, and it is an experience that should be had at least once in a lifetime. And like any experience in the world it has advantages and disadvantages too; the  most important advantage will be seeing other cultures, and interact with it; this interaction might be helpful, especially for people who are coming from poor countries, because it helps them see another world and other people; which may be a motivation for him to help his country more. The other advantage will be the travel itself. Travelling makes us see other people, other cultures and other heritage. It is always great to see yourself than hearing about anyone. But there are always disadvantages too, first of all it may hard for some students to travel and be in another country with other people, this change in the environment may cause a negative effect on some students, especially the introverts. Not everyone can handle this kind of change. As I said earlier, studying abroad is a great experience should be had at least once in a lifetime, it may be one of the most beneficial expeirences the one can have in his life.",,B2+,C1,train,C1,200,long
essay_b4a7dc65be054023,1623762712,2021-06-15 14:11:52,prompt_2865cfff040b541d,user_1e3ae2b2d7fae6ef,user_1e3ae2b2d7fae6ef_prompt_2865cfff040b541d,4,False,True,Japanese,"Dear Sir or Madam  I am writing this letter in response to the ban the use of mobile phones in public places which the town council is considering. As far as I considered, it must not be implemented but some rules or law should be necessary.  It is common knowledge that mobile devices are an essential component of people's lives in this modern world and they use it almost everywhere. It is indisputable that some of them use those devices with a lack of morality and they sometimes show disrespectful behaviour. One of major issues is noise, which is caused by people who talk on the phone loudly on the bus or train, and other passengers are bothered and frustrated.  Although this kind of drawbacks are paramount and should be addressed, I believe that using gadgets in public spaces has some advantages. For instance, people can do their work, check up their children, read emails and study, which can people's daily lives better and productive. For this reason, in my opinion, texting, reading and other fanctions that do not make any sounds should be allowed, in other situations, such as in a public library, shops and restaurants should also be considered.  In conclusion, I object to the total ban of using mobile phones in public places. However, it would be acceptable to control the use of them with some restrictions in order to maintain public morals.  Yours faithfully,  A citizen     ",,C2,C1,train,C1,240,long
essay_d7b1c33fd1e828f4,1616691805,2021-03-25 17:03:25,prompt_1a893b704d9d98d4,user_63f60044ebdcac7d,user_63f60044ebdcac7d_prompt_1a893b704d9d98d4,3,False,True,Spanish,"It is often said that it is important to always tell the truth, but it is ever acceptable to tell a lie? Firstly, I want to state that I agree with this phrase. As I see it, if you want to be someone who can be trusted by other people and have their confidence you have to be honest with them and no matter what tell the truth. Besides, if you are someone who normally tell lies, then you have a big chance to forget the lies you had told and therefore people will notice it and as a consequence you will lose your credibility. Although there are some cases which you can be allowed to tell a lie in order to relieve others' pain. For instance, imagine that your dog is sick and sadly he dies, so now you have to explain it to your children. Don't you think that instead of explaining them that your dog has died you could tell them that your dog has found his mother and he has gone to live with her? In conclusion, I'm one of those who tries to be honest and always tell the truth, owing to the fact that at the end you know what is real and what not and for this reason I believe that there is no point in telling lies to other people.",,C1,C1,train,C1,228,long
essay_cb2fb327f9799eac,1597229054,2020-08-12 11:44:14,prompt_e404501e9bbbc094,user_7f277c885f63ec92,user_7f277c885f63ec92_prompt_e404501e9bbbc094,22,False,True,Spanish,"WRITE AND IMPROVE: A MARVELOUS TOOL  When it comes to resources and tools for learning languages, it is often said that it is hard to find the right ones to reach the aim you have point to. But, I have to admit that I was greatly surprised by the one called 'Write and improve' from the very moment that I started to use it.   No matter if you have a good level or not, this tool already mentioned, gives you the opportunity to test your brain, correct your mistakes, and, what is more, it shows you your erros at once. That makes it enormously useful, since one can have a result in a matter of seconds.   Another utility worth mentioning is the clasification it makes of your mistakes, by using different colours to separate important mistakes from the ones which are not.   Therefore, this innovative tool cannot be described other way but useful. And, speaking from my personal experience, once you start using it, your motivation rises, especially if you are rewarded with a good mark.   I would like to end up by recomending the use of this tool to everyone who is concerned about writing in English. I would not be exaggerating if I say that you will find the benefit of using 'Write and improve' from the very beginning. ",,C1+,C1,train,C1,221,long
essay_16a96bbb281cd095,1658395961,2022-07-21 10:32:41,prompt_2865cfff040b541d,user_64471b2cc7fe1df7,user_64471b2cc7fe1df7_prompt_2865cfff040b541d,2,False,True,Portuguese,"Hello,       I heard about a plan to ban mobile phones on public transport and in shops and restaurants, who has this idea? I ask because there is no possibility what people will not use their mobile phones in these places. What was the person proposing this thinking?    Today we use our smartphone to do many things, some people pay for public transport with an app, use virtual reality to try on clothes and use their cameras to access restaurant menus through QR codes displayed on the tables. there are no laws that will restrict the use of smartphones anywhere, there is only one place where people don't use their smartphones, I'm talking about high secure areas where these devices are restricted by law.      If the intent of this plan is to reduce mobile phones use to improve people's quality of life, banning it is not the right answer. We need teach people about the health problems that using their smarphones for loung hours cause on their health, we can establish rules of social behavior for some places, not to force people do what we want, but to achieve our goals by doing with people choosing themselves correct behavior in those places.      We just have to make suggestions to create the right culture, people's habits will change naturally to suit the local culture. This is the right way to influence them to do what we want.",,C1,C1,dev,C1,235,long
essay_00b6a8ca98ac69d2,1646110093,2022-03-01 04:48:13,prompt_6cb0c85d60a4ef2e,user_fb0a3d767ebb7e65,user_fb0a3d767ebb7e65_prompt_6cb0c85d60a4ef2e,2,False,True,Burmese,"It is undeniably true that the majority of adolescents are staying in a fast-paced life these days. The most competitive environment leads them to less extra time to do physical activities for their healthy lives. Some people are convinced that teenagers need to put aside some time for leisure activities and do exercises at least 3 times per week. In this essay, I am going to explain why I agree with that statement by giving some suitable reasons and proper examples.   To start with that, it is one of the excellent ideas to maintain young people's health and physical outlook to be good and healthy. To be more specific, nowadays, people, especially young children, are dealing with stresses and tiredness in their daily lives due to their work, school and social barriers. In that case, keeping time free for doing sports and physical exercises can help them to get run away from their daily stresses and tiredness, and enjoy the taste of freedom for a while. It can, moreover, recharge and refreshes the energy for the next few days.   Encouraging teens to carry out sports and exercises can also bring numerous amount of advantages not only for their health but also for their performance in school or university. To illustrate that, doing the proper amount of exercises can measure a good circulation of blood in the body, which makes students be able to be more active and focused while they are doing their school assignments. Then, doing some sports; football and basketball, enhance students' teamwork and critical skills, which are vital personal skills that students are going to need when they enter the workplace later.   To summarize, it is crucial for teenagers to make some time free to do some physical activities and sports in order to avoid depression and failure in their lives. Then, doing exercise is the best way to break away from the children's inactive lifestyles or run away from the screen. ","1311,1313",C2+,C1,train,C1,325,long
essay_6e6e096111a2fdf9,1623867463,2021-06-16 19:17:43,prompt_6cb0c85d60a4ef2e,user_6bb7c6574e6bac39,user_6bb7c6574e6bac39_prompt_6cb0c85d60a4ef2e,14,False,True,Polish,"As we all know nowadays it's not common for people to do sports activities. It's terrifying that not many people are living healthy. It's way more common to lead an inactive lifestyle. It's obviously unhealthy. Some people say that children should be forced to do sports activities at least 3 times per week during their university and school terms. I believe that this approach is correct. But, it's not perfect either. Wanna know why? Let's begin! First of all, doing sports is healthy. I'm not talking about a sport career or something, which obviously less healthy (maybe even less healthier than not doing sports at all), but running few times a week or even every day is without any doubts beneficial for our body and mental health. It's also important for our well-being. I understand that not everyone is talented, muscular or has good genetics. You have to accept that doing sports activities in general is necessary and it brings many benefits to us. As long as you have the motivation to change your life you should do sports. Of course, there're some downsides of this idea too. I think that forcing everyone is just simply not good. There're people who are really talented and are taking sports activities seriously. We shouldn't force them to attend those classes. It's pointless. That's a huge waste of time. As we all know time is extremely valuable! We cannot buy it. Further going, at some age you realise that you won't live for ever. You discover that it's important to be healthy and do healthy things. It's not good to force students which are mature enough to understand it. They have a lot of stuff going on in their lives and I believe that they don't need anyone to tell them that. Ending our essay, I just want to summarise all the things I have mentioned above. I believe that this idea is great and necessary. It's very important to do sports activities, but we shouldn't force everyone to do them.  ","396,398",C2+,C1,train,C1,338,long
essay_376cc602e8133865,1596634939,2020-08-05 14:42:19,prompt_e404501e9bbbc094,user_6ce7e27a05893051,user_6ce7e27a05893051_prompt_e404501e9bbbc094,8,False,True,Italian,"Recently, surfing the Internet, I discovered Write and Improve, which is an online platform to improve English writing. Write and Improve is a very useful tool, because it offers the possibility to practise English for free. It is very inclusive because every English learner can use it, regardless of their level. There are exercises both for those who are beginning and for those who already speak Enlgish pretty well. In this way, everyone can follow a personal path and choose their own goals to achieve. Infacts, there are areas with exercises to get several English Certifications, such as IELTS Academics or B2 First. Write and Improve is so useful because writings can be checked in real time by the algorithm where it is based on. Mistakens, both lexical and spelling, are individuated in real time so that the student can correct them immediately. Moreover, yellow highlights incorrect sentences, by using two different shades: the lighter one is for those sentences which have a few mistakes in their construptions, the darker one is for those sentences which are completely wrong. This part is probably the only one of Write and Improve which should really be improved: it would be very helpful if, after higlighting an incorrect sencence, it suggested a way to make it better and more fluid. Despite this little difect, Write and Improve is an optime tool to improve English and I strongly reconmend to use it to every English learner, from the beginners to the advanced ones.",,C1,C1,train,C1,249,long
essay_91e9e70c363b58c9,1617112711,2021-03-30 14:58:31,prompt_39db840b1dee1ac1,user_0a5aede93629007c,user_0a5aede93629007c_prompt_39db840b1dee1ac1,2,False,True,German,"I myself have never worked in cubicles or in offices where are no walls separating employees. I only know traditional enclosed workstations.  Employees from one department sit together in these separated offices. From my experience the exchange between the employees is really good. They can share each other all experiences, knowledge and impressions during their work day. That works really good.  One disadvantage is that it is difficult to meet people from other departments, except they have to work together because of a work topic. They knowledge exchange between the departments is really difficult. The risk here is that every department try to push their goals even if it causes harm to another department. This is called Silo thinking. One departments tries to improve itself at the expense of another department. That would not be good for the whole company.  Therefore I like the idea with offices in which there are no walls, it seems to have a lot advantages. As always in the practice you have to be careful and to consider the company, corporate culture, region and people. It would make sense to involve the work council and the employees by planning such offices. In order to get the best results for the employees, company and the working atmosphere. ","59,62,194,203,1251,1258",C1,C1,train,C1,211,long
essay_cfdbcdbdf6fe0fd5,1644699597,2022-02-12 20:59:57,prompt_6cb0c85d60a4ef2e,user_fdd205ce0279fb88,user_fdd205ce0279fb88_prompt_6cb0c85d60a4ef2e,2,False,True,Chinese,"Before answering this question, we have to look at the reason why university students and schoolchildren stop doing sports. There are two main reasons, either don't have time for sports or too lazy. However, the difference in conditions of countries can be an influencing factor too because children have different school times in different countries.  In some countries like China, Chinese students have no time and energy for sports. They live under huge learning pressure that most of their time has been taken by learning time and homework time. According to analyses, the average sleeping time for Chinese students is 6 hours, which means they won't be able to have any free time for sports; if the government insists on asking school children to do sports at least 3 times per week, which will bring nothing but pain and stress to students.  But school children in the western world have plenty of free time after school. At this point, I would suggest the government set up some PE lessons, so kids can do sports at school.  I personally think that all university students should at least do some sports 1 or 2 times per week. Because they are already adults, which mean they could manage the time between study and workout. And In the adult world, I believe that a muscular body can boost your sex appeal and makes you look more attractive, regardless of gender.  Nevertheless, although Doing sports can not only build a prettier body figure but also can lead people to a healthy life. But it doesn't mean students should be forced to do something; doing sports should be spontaneous. Because if the government force students to do sports, then they probably won't enjoy it, on the contrary, they might start hatting it.   In conclusion, although the idea of asking students to do sports is brilliant, but it can't be forced.  ","550,559,1408,1411,1683,1685,1686,1689,1690,1698,1717,1724",C1+,C1,train,C1,314,long
