phase,essay_id,true_label,word_count,length_category,model,prompt_name,strategy,variant,prediction,timestamp
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:17:06.716535
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,minimal_v4,minimal,v4,. No expla,2026-01-14T19:17:10.267679
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:17:10.982012
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T19:17:14.972592
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:17:15.409639
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:17:20.139056
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,rubric_v4,rubric,v4,A2,2026-01-14T19:17:20.561115
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:17:22.252698
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:17:23.097607
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,rubric_v5,rubric,v5,C1,2026-01-14T19:17:24.856013
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:17:25.377473
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T19:17:27.081312
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T19:17:27.984513
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,cot_v4,cot,v4,".

Essay's",2026-01-14T19:17:33.651302
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:17:34.214729
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,cot_v5,cot,v5,".

Solutio",2026-01-14T19:17:37.462070
2,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:17:38.006542
2,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,cot_v6,cot,v6,Solution 1,2026-01-14T19:17:39.771491
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:17:40.315832
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:17:43.872260
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:17:44.491495
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,minimal_v5,minimal,v5,B1,2026-01-14T19:17:45.937367
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:17:47.138549
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:17:53.726172
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:17:54.472821
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,rubric_v4,rubric,v4,B2,2026-01-14T19:18:05.541008
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:18:06.433955
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay e",2026-01-14T19:18:09.426053
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:18:10.023823
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T19:18:11.901471
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T19:18:12.344563
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T19:18:16.003792
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:18:16.839867
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T19:18:21.979857
2,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:18:22.757143
2,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T19:18:27.902542
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,minimal_v4,minimal,v4,A2,2026-01-14T19:18:28.499544
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:18:31.240280
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:18:31.810410
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T19:18:35.149762
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:18:36.473778
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:18:40.394033
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,rubric_v4,rubric,v4,A2,2026-01-14T19:18:41.134030
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,rubric_v4,rubric,v4,".


### So",2026-01-14T19:18:48.593778
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:18:49.335701
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,rubric_v5,rubric,v5,C1,2026-01-14T19:18:54.175989
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,rubric_v6,rubric,v6,A2,2026-01-14T19:18:55.215880
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,rubric_v6,rubric,v6,".

Evaluat",2026-01-14T19:19:00.397147
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T19:19:01.674405
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T19:19:03.468269
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,cot_v5,cot,v5,A2,2026-01-14T19:19:04.076435
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,cot_v5,cot,v5,".


### So",2026-01-14T19:19:08.723919
2,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,cot_v6,cot,v6,A2,2026-01-14T19:19:09.306512
2,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,cot_v6,cot,v6,".


### Re",2026-01-14T19:19:13.992796
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:19:14.625148
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:19:19.716582
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:19:20.367269
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,minimal_v5,minimal,v5,B1,2026-01-14T19:19:25.254301
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:19:25.929021
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:19:28.890858
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:19:31.391641
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,rubric_v4,rubric,v4,".

Essay:
",2026-01-14T19:19:40.560999
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:19:41.455611
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T19:19:45.055587
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T19:19:45.636896
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T19:19:50.142879
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T19:19:50.638915
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T19:19:52.867727
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:19:53.451125
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T19:19:57.543866
2,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:19:58.250165
2,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T19:20:05.854029
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,minimal_v4,minimal,v4,A2,2026-01-14T19:20:06.646467
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,minimal_v4,minimal,v4,".

**Solut",2026-01-14T19:20:09.406348
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:20:09.941391
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T19:20:13.866807
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:20:14.555844
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:20:21.437182
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,rubric_v4,rubric,v4,A2,2026-01-14T19:20:22.119171
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,rubric_v4,rubric,v4,Classify t,2026-01-14T19:20:26.590708
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:20:27.228677
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,rubric_v5,rubric,v5,"Essay:

Hi",2026-01-14T19:20:31.783175
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:20:32.268510
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,rubric_v6,rubric,v6,".

Evaluat",2026-01-14T19:20:33.959589
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T19:20:34.398968
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T19:20:36.315776
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:20:36.840747
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,cot_v5,cot,v5,".


### So",2026-01-14T19:20:42.041484
2,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:20:42.839739
2,essay_fe483933c89eca58,B1,88,short,phi-3-mini,cot_v6,cot,v6,".


### Re",2026-01-14T19:20:44.747950
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,minimal_v4,minimal,v4,A2,2026-01-14T19:20:45.310175
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:20:46.457428
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:20:47.019488
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:20:51.639907
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:20:52.176882
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:20:53.385951
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,rubric_v4,rubric,v4,A2,2026-01-14T19:20:53.833484
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T19:21:02.643689
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,rubric_v5,rubric,v5,A2,2026-01-14T19:21:03.385555
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,rubric_v5,rubric,v5,C1,2026-01-14T19:21:05.105381
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,rubric_v6,rubric,v6,A2,2026-01-14T19:21:05.526504
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T19:21:08.776073
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T19:21:09.302047
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T19:21:11.136424
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,cot_v5,cot,v5,A2,2026-01-14T19:21:11.574997
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,cot_v5,cot,v5,".

Solutio",2026-01-14T19:21:13.352896
2,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,cot_v6,cot,v6,A2,2026-01-14T19:21:13.924936
2,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,cot_v6,cot,v6,".


### So",2026-01-14T19:21:20.694092
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:21:21.498184
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,minimal_v4,minimal,v4,".

Essay:
",2026-01-14T19:21:31.658579
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T19:21:32.457647
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T19:21:41.187723
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:21:41.985174
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:21:47.616731
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:21:51.239458
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,rubric_v4,rubric,v4,B2,2026-01-14T19:22:02.034066
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:22:02.975341
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,rubric_v5,rubric,v5,Essay eval,2026-01-14T19:22:07.807307
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:22:08.348405
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T19:22:13.884744
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T19:22:14.558749
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T19:22:27.754187
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:22:28.598297
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,cot_v5,cot,v5,".

Profici",2026-01-14T19:22:36.410601
2,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:22:37.006409
2,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,cot_v6,cot,v6,"?

### Sol",2026-01-14T19:22:49.497739
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,minimal_v4,minimal,v4,A2,2026-01-14T19:22:50.181173
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,minimal_v4,minimal,v4,. No expla,2026-01-14T19:22:51.402375
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:22:51.917967
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,minimal_v5,minimal,v5,".

#### So",2026-01-14T19:22:53.112349
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,minimal_v6,minimal,v6,A2,2026-01-14T19:22:53.655936
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,minimal_v6,minimal,v6,**Solution,2026-01-14T19:22:54.887385
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,rubric_v4,rubric,v4,A2,2026-01-14T19:22:55.400678
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:22:57.506909
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:22:58.169029
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,rubric_v5,rubric,v5,B1,2026-01-14T19:22:59.813635
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,rubric_v6,rubric,v6,A2,2026-01-14T19:23:00.308967
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T19:23:02.007236
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T19:23:02.624998
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T19:23:04.716087
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,cot_v5,cot,v5,A2,2026-01-14T19:23:05.181482
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,cot_v5,cot,v5,".

Solutio",2026-01-14T19:23:07.039550
2,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,cot_v6,cot,v6,A2,2026-01-14T19:23:07.526825
2,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,cot_v6,cot,v6,### Soluti,2026-01-14T19:23:09.284107
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:23:09.943502
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:23:16.246015
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T19:23:17.215319
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:23:23.718882
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:23:24.441167
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:23:30.072068
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:23:30.670626
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T19:23:37.919066
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:23:38.547179
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T19:23:46.521581
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:23:47.524525
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T19:23:49.759773
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T19:23:50.244919
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T19:23:59.275694
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:23:59.973822
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T19:24:06.632685
2,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:24:07.149624
2,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T19:24:13.101906
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:24:13.830246
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:24:20.217507
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:24:20.836699
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:24:22.465335
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:24:23.021490
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:24:36.440736
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:24:36.980437
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,rubric_v4,rubric,v4,".

Essay:
",2026-01-14T19:24:49.940127
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:24:50.690792
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,rubric_v5,rubric,v5,Essay CEFR,2026-01-14T19:24:53.016384
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T19:24:53.732570
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,rubric_v6,rubric,v6,".

**Solut",2026-01-14T19:24:55.660891
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T19:24:56.141244
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T19:25:05.774857
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:25:06.396573
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T19:25:12.911016
2,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:25:13.464397
2,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,cot_v6,cot,v6,## Your ta,2026-01-14T19:25:20.288725
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:25:20.896341
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:25:22.447246
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T19:25:23.058549
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:25:31.033043
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T19:25:31.730930
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:25:40.152736
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:25:40.683859
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T19:25:45.994025
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:25:46.810106
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,rubric_v5,rubric,v5,Essay Eval,2026-01-14T19:25:52.520253
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T19:25:53.229378
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T19:25:58.964194
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T19:25:59.753088
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T19:26:05.037354
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:26:05.702635
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T19:26:14.939704
2,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:26:15.546669
2,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T19:26:17.566786
2,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:26:18.191040
2,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:26:28.599982
2,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:26:29.412826
2,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:26:40.634441
2,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T19:26:41.455833
2,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:26:46.251697
2,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:26:46.736209
2,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T19:26:48.661707
2,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:26:50.213615
2,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay e",2026-01-14T19:26:53.474325
2,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:26:54.359025
