phase,essay_id,true_label,word_count,length_category,model,prompt_name,strategy,variant,prediction,timestamp
1,essay_bc8feabc6e020d43,A2,76,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:23:17.984844
1,essay_bc8feabc6e020d43,A2,76,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:23:18.983181
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:23:19.442452
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:23:20.339956
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:23:20.749059
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:23:21.610850
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,minimal_v3,minimal,v3,A2,2026-01-14T12:23:22.803202
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:23:23.961353
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:23:24.435516
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:23:26.264857
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:23:26.802988
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:23:28.145078
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:23:28.845084
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:23:30.254329
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:23:30.889169
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:23:31.795543
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,cot_v2,cot,v2,A2,2026-01-14T12:23:32.323674
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:23:33.288523
1,essay_26c1df8c729a2ad6,A2,53,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:23:33.858068
1,essay_26c1df8c729a2ad6,A2,53,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:23:34.726363
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:23:35.395092
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:23:36.196085
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:23:36.551614
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:23:37.946060
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:23:38.468822
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:23:39.628508
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:23:40.020182
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:23:41.951704
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:23:42.562350
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:23:44.798935
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:23:45.637061
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:23:47.822217
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:23:48.359540
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:23:50.106206
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:23:50.958330
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:23:51.973086
1,essay_c44aed40ab1d35e7,A2,55,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:23:52.599241
1,essay_c44aed40ab1d35e7,A2,55,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:23:54.105508
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:23:54.645521
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:23:55.546314
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:23:56.078653
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:23:56.900339
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:23:57.921865
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:23:58.903445
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:23:59.458179
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:24:01.503917
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:24:02.121597
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:24:04.647874
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:24:05.296250
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:24:07.506735
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:24:08.161446
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:24:09.047181
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,cot_v2,cot,v2,A2,2026-01-14T12:24:09.699095
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:24:11.937566
1,essay_b10cdebdce0a3584,A2,57,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:24:12.772674
1,essay_b10cdebdce0a3584,A2,57,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:24:13.674830
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:24:14.307404
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:24:15.243286
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:24:15.842767
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:24:16.698785
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,minimal_v3,minimal,v3,A2,2026-01-14T12:24:17.175735
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:24:17.988646
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:24:18.607191
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,rubric_v1,rubric,v1,### Soluti,2026-01-14T12:24:20.069244
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:24:20.657150
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:24:21.905792
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:24:22.601701
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:24:24.044300
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:24:24.755921
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:24:25.616701
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,cot_v2,cot,v2,A2,2026-01-14T12:24:26.203928
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:24:27.142048
1,essay_ba6f62beb17567b1,A2,41,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:24:27.721327
1,essay_ba6f62beb17567b1,A2,41,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:24:28.640759
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:24:29.155139
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:24:34.382990
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:24:35.090572
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:24:38.618564
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:24:39.123976
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:24:41.094271
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:24:41.958542
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:24:48.721203
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:24:49.331968
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:24:52.184307
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:24:52.914223
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:24:57.431043
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:24:57.994679
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:25:00.398837
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:25:01.002459
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:25:05.070441
1,essay_21474895d933d385,A2,155,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:25:05.717642
1,essay_21474895d933d385,A2,155,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:25:07.502857
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:25:08.069322
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:25:09.726087
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:25:10.324388
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:25:11.118346
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,minimal_v3,minimal,v3,A2,2026-01-14T12:25:11.550436
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:25:12.372856
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:25:12.881681
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:25:14.210739
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:25:14.664375
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:25:15.882113
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:25:16.468863
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:25:18.755035
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:25:19.335898
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:25:21.135840
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,cot_v2,cot,v2,A2,2026-01-14T12:25:21.692831
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:25:22.543848
1,essay_0bfefe1d988da891,A2,32,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:25:23.143204
1,essay_0bfefe1d988da891,A2,32,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:25:23.992979
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:25:24.555824
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:25:26.140979
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:25:26.603901
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:25:27.606716
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,minimal_v3,minimal,v3,A2,2026-01-14T12:25:28.138777
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:25:29.679407
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:25:30.084897
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:25:31.769181
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:25:32.342175
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:25:34.701751
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:25:35.412904
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:25:40.099746
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:25:40.740480
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:25:41.964785
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,cot_v2,cot,v2,A2,2026-01-14T12:25:42.678876
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:25:45.760701
1,essay_f1bba7af7b8bbbf9,A2,67,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:25:46.575016
1,essay_f1bba7af7b8bbbf9,A2,67,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:25:51.503669
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:25:51.989956
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:25:52.849530
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:25:53.332309
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:25:54.143363
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:25:54.603523
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:25:55.453646
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:25:55.993170
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:25:57.542543
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:25:58.151035
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:26:00.762477
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:26:01.424068
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:26:04.313428
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:26:05.006046
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:26:05.924474
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:26:06.747359
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:26:07.774672
1,essay_83602341bebd95b6,A2,52,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:26:08.385637
1,essay_83602341bebd95b6,A2,52,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:26:09.213068
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:26:09.817757
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:26:14.023821
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:26:14.542334
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:26:16.759425
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:26:17.400870
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:26:19.719318
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:26:20.368270
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:26:23.967183
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:26:24.566359
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:26:27.301255
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:26:27.944850
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:26:30.699963
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:26:31.424354
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:26:32.665889
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:26:33.221985
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:26:35.392414
1,essay_0ed44a9c7b588727,B1,162,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:26:36.240008
1,essay_0ed44a9c7b588727,B1,162,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:26:38.190948
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:26:38.677917
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:26:43.677285
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:26:44.230116
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:26:47.890955
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:26:48.633404
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:26:50.618384
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:26:51.088548
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:26:55.659952
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:26:56.208572
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:26:59.146154
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:26:59.789029
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:27:04.625629
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:27:05.221085
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:27:08.300224
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:27:08.897373
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:27:15.022548
1,essay_4d799ec67c6fab37,B1,143,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:27:15.712750
1,essay_4d799ec67c6fab37,B1,143,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:27:17.880594
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:27:18.432174
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:27:20.918768
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:27:21.505536
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:27:24.926461
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:27:25.496292
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:27:28.622386
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:27:29.165656
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:27:35.455391
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:27:36.046324
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:27:40.356941
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:27:41.306481
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:27:46.914451
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:27:47.617399
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:27:49.636519
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:27:50.381347
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:27:54.220161
1,essay_66b73a1580e1904b,B1,166,medium,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:27:54.695647
1,essay_66b73a1580e1904b,B1,166,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:27:56.050258
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:27:56.458582
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:27:59.208180
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:27:59.700693
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:28:01.084981
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:28:01.644936
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:28:03.078554
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:28:03.899788
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:28:11.006338
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:28:11.580683
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:28:15.331610
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:28:15.982784
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:28:21.519812
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:28:22.108208
